years_in_business,applicant_age,monthly_salary,existing_loans,loan_amount_requested,collateral_value,approved_status,approved_amount
4,25,6287,3,60371.32239600275,90532.8,0,0.0
12,22,9268,2,62572.52652610504,177945.6,1,44676.783939639
9,59,11347,0,135736.60110260537,197437.8,1,103567.0266412879
19,64,3469,2,29693.641952620776,81174.59999999999,1,22656.248809849647
12,48,8981,1,68560.08329111978,172435.2,1,51351.50238504872
9,49,6051,1,39901.72649696701,105287.4,1,29048.45688979198
7,46,3735,1,29236.25675246545,60507.00000000001,0,0.0
14,45,14030,3,165155.53957164762,286212.0,1,114452.7889231518
19,23,8876,1,58840.34485489077,207698.4,1,46954.59519420283
15,44,14386,0,154082.92368144865,302106.0,1,124036.75356356613
16,43,4832,1,56594.246357156124,104371.2,1,43973.7294195103
5,39,6433,3,59606.7366375071,96495.0,0,0.0
3,37,13752,3,140739.70532263812,189777.59999999998,0,0.0
12,53,10844,4,121864.56056497744,208204.80000000002,1,78480.77700384548
4,24,2915,0,18401.700765436817,41976.0,0,0.0
16,22,4958,1,55967.40498569373,107092.8,1,43486.67367388402
7,55,2292,0,18374.688118344835,37130.4,0,0.0
13,47,7512,0,72458.4108666412,148737.6,1,57314.60299551319
10,61,9599,2,110107.87116345901,172782.0,1,77075.50981442131
7,27,8037,2,67612.22568294575,130199.40000000001,0,0.0
14,57,2782,3,28066.550772066428,56752.799999999996,1,19450.11968504204
5,30,3137,2,37532.94825172135,47055.0,0,0.0
3,28,14116,4,110304.46286306127,194800.8,0,0.0
11,52,14264,3,121831.82158439177,265310.4,1,81870.98410471127
11,54,14765,0,90617.42139623196,274629.0,1,70409.73642487224
18,25,11310,1,101470.21948599548,257868.0,1,80262.94361342241
15,27,11199,1,128124.2008723732,235179.0,1,98655.63467172734
12,32,13532,0,111332.50882306266,259814.40000000002,1,87284.68691728113
9,61,10656,3,79774.86690842216,185414.4,1,52491.86242574178
10,34,7772,0,84795.188113585,139896.0,1,65292.29484746045
12,30,6343,4,39003.746180338734,121785.6,1,25118.41254013815
17,39,2076,3,21354.37670050705,46087.200000000004,1,15247.024964162034
6,47,9408,4,97146.20657594604,146764.80000000002,0,0.0
7,44,6893,1,58003.93124495072,111666.6,0,0.0
14,44,8470,2,59600.7326735457,172788.0,1,43389.33338634127
13,26,6100,0,65693.56788928446,120780.0,1,51963.612200424
8,31,11706,0,83700.52354827808,196660.8,1,63277.59580249823
10,61,8418,2,72273.55700099503,151524.0,1,50591.48990069652
9,40,10524,3,64856.82105672492,183117.6,1,42675.788255324995
18,29,5313,3,49896.5685315872,121136.4,1,35975.42591127437
2,36,8959,1,103848.37069002044,118258.8,0,0.0
5,40,2411,1,18872.8399756436,36165.0,0,0.0
5,25,8378,4,68971.994422547,125670.0,0,0.0
6,56,10461,0,109177.33025752139,163191.6,1,81009.57905108087
19,58,4936,0,53707.681253668015,115502.4,1,44738.49848430545
8,33,13974,3,107808.92844691609,234763.19999999998,1,70183.61241894237
16,52,11118,3,82582.77313305653,240148.80000000002,1,58386.02060507095
13,37,2010,2,16894.08813919015,39798.0,1,12180.637548356095
1,61,12449,1,130493.6673340456,156857.4,0,0.0
17,42,9710,1,73132.67871836365,215562.0,1,57336.02011519709
7,41,9869,2,104073.21283196389,159877.80000000002,0,0.0
13,43,8740,4,78514.02013798986,173052.0,1,51112.627109831396
4,26,3408,1,24574.702220291892,49075.2,0,0.0
4,29,7256,4,63989.71595793947,104486.4,0,0.0
6,29,7418,2,54657.055433998416,115720.8,0,0.0
19,54,13153,4,83622.88343984596,307780.2,1,57950.65822381325
12,48,6269,0,59346.74675873506,120364.8,1,46527.849458848286
7,51,14942,3,170736.71780638746,242060.40000000002,1,109954.44626731351
10,49,7464,2,63300.8825216955,134352.0,1,44310.61776518685
19,61,9856,4,73831.05746411436,230630.4,1,51164.92282263125
7,39,4903,4,53135.823889535684,79428.6,0,0.0
3,31,12030,4,112886.91607270515,166014.0,0,0.0
13,61,13217,0,102374.38833315454,261696.59999999998,1,80978.14117152523
13,34,12684,0,129919.21443197683,251143.19999999998,1,102766.09861569366
18,58,2541,4,15583.629738025424,57934.799999999996,1,10690.37000028544
8,64,6976,1,70400.01165781514,117196.79999999999,0,0.0
9,61,10710,1,98199.96148937658,186354.0,1,71489.57196426616
7,44,5443,3,37755.10672766214,88176.6,0,0.0
1,40,3646,2,42430.5704587214,45939.6,0,0.0
3,44,5350,2,50730.928298469866,73830.0,0,0.0
13,62,12056,3,87179.12722723775,238708.8,1,59804.881277885084
17,37,6002,0,58480.1616189247,133244.4,1,47895.25236589932
1,33,8287,0,64168.07269933445,104416.20000000001,0,0.0
6,57,10457,0,117934.1299172676,163129.2,1,87507.12439861255
6,25,8613,1,61049.714152402725,134362.80000000002,0,0.0
12,33,13207,4,115977.07328996161,253574.40000000002,1,74689.23519873527
13,48,12796,1,133489.49171399968,253360.8,1,100918.05573578374
13,35,6428,2,39486.750898993334,127274.4,1,28469.947398174187
15,37,5479,1,33032.49395784367,115059.0,1,25435.02034753962
16,50,4796,3,35222.70892398912,103593.6,1,24902.455209260304
11,33,11466,2,77373.00089611288,213267.6,1,54702.7116335518
5,36,7134,2,51041.09794065641,107010.0,0,0.0
4,22,2474,4,27168.783166339505,35625.6,0,0.0
3,49,12356,0,101214.44778440623,170512.8,0,0.0
19,29,2757,4,17677.1533016939,64513.799999999996,1,12250.267238073871
18,53,4867,0,36762.31463522842,110967.59999999999,1,30365.67188869867
15,46,9568,2,107373.95358305653,200928.0,1,78919.85588354654
9,56,7694,2,89921.7674509968,133875.6,0,0.0
17,33,7697,4,74642.48205636854,170873.4,1,50682.24531627423
14,27,2894,4,27827.35858032257,59037.6,0,0.0
15,52,10676,4,126444.02025644617,224196.0,1,84085.27347053669
1,30,3048,4,34333.675126657836,38404.8,0,0.0
3,46,3765,2,28110.153211110195,51956.99999999999,0,0.0
16,41,3245,3,26370.852768965047,70092.0,1,18644.192907658282
11,59,14741,2,89248.30613502114,274182.60000000003,1,63098.55243745994
12,36,10308,0,75931.73647967834,197913.6,1,59530.48140006782
10,57,3577,0,35971.04731249834,64386.0,1,27697.706430623723
16,47,7599,4,57559.05251656571,164138.4,1,38679.683291132154
8,58,5433,2,63891.641476951336,91274.4,0,0.0
6,62,2179,2,17417.80795891194,33992.4,0,0.0
12,32,14105,3,159041.22725900792,270816.0,1,107988.99330886638
8,48,8344,1,85774.77367777482,140179.19999999998,1,61843.611821675644
4,60,2144,3,13119.51627686331,30873.6,0,0.0
8,42,11528,2,97178.10893031141,193670.4,1,66664.18272619363
18,27,11642,3,93040.53079659038,265437.6,1,67082.22270434165
5,32,6457,2,67851.19992175343,96855.0,0,0.0
9,52,11189,0,97365.71835045521,194688.6,1,74290.04310139733
4,32,2810,0,20733.80550654581,40464.0,0,0.0
17,29,3733,1,29694.031283341472,82872.6,1,23280.12052613971
9,40,13290,3,147567.99266818538,231246.0,1,97099.73917566598
1,53,6901,1,42284.9627256823,86952.6,0,0.0
13,47,14010,0,148914.7409386077,277398.0,1,117791.56008243866
16,58,9800,3,93636.18468156304,211680.0,1,66200.78256986504
13,64,4693,3,28466.976232333378,92921.4,1,19528.345695380693
14,55,14757,4,113716.11564756792,301042.8,1,74825.2040960997
3,37,5420,4,47403.80882471869,74796.0,0,0.0
6,54,14718,2,156838.77129841145,229600.80000000002,1,105395.6543125325
18,56,3854,2,31369.93770572673,87871.2,1,23715.6729055294
19,31,4418,3,33225.778864699925,103381.2,1,24188.367013501545
5,57,3217,1,22377.09181850652,48255.0,0,0.0
15,44,9185,4,73177.32345310069,192885.0,1,48662.92009631196
2,62,14223,3,135609.1767748602,187743.6,0,0.0
10,25,10380,1,94247.2341181755,186840.0,1,69271.717076859
18,40,9679,1,59212.95711988309,220681.19999999998,1,46837.449081827515
13,40,13593,4,135426.4495496325,269141.39999999997,1,88162.61865681074
5,63,9936,3,91663.22802190705,149040.0,0,0.0
1,63,12035,2,89312.36692625975,151641.0,0,0.0
1,35,5532,0,43393.29177836682,69703.2,0,0.0
18,54,13642,4,115497.30293833048,311037.6,1,79231.1498156947
15,58,8112,4,88726.65508513704,170352.0,1,59003.22563161613
17,39,4722,4,53758.92982599546,104828.40000000001,1,36502.31335185091
11,29,4340,4,37628.27009023371,80724.0,0,0.0
17,31,6013,0,64865.56144482475,133488.6,1,53124.894823311464
13,52,11617,0,114580.20724468264,230016.59999999998,1,90632.94393054396
1,56,4934,1,43686.388249384574,62168.4,0,0.0
2,46,11767,4,126898.2325378334,155324.40000000002,0,0.0
9,46,3893,3,30236.809770716267,67738.2,0,0.0
3,61,6145,1,52579.59861556324,84801.0,0,0.0
1,24,2063,1,12557.704426913577,25993.800000000003,0,0.0
16,36,6439,2,72037.23608402736,139082.4,1,53451.629174348294
6,53,7252,0,61842.880014475275,113131.2,0,0.0
17,42,10427,1,77559.34120313388,231479.40000000002,1,60806.523503256954
5,54,3668,1,43481.316909247274,55020.0,0,0.0
5,60,9813,0,98272.00416403785,147195.0,0,0.0
6,48,8045,1,79260.95146186356,125502.0,0,0.0
3,35,5630,2,53005.05095151989,77694.0,0,0.0
5,57,4708,3,43702.69371923016,70620.0,0,0.0
5,62,4558,0,33471.62025019118,68370.0,0,0.0
10,31,12758,4,148032.06451366944,229644.0,1,93260.20064361175
10,45,9636,3,88918.32024849272,173448.0,1,59130.68296524766
19,31,4132,0,25544.114302262842,96688.8,1,21278.247213784944
17,52,12488,1,78577.2961613354,277233.60000000003,1,61604.60019048695
14,60,12472,0,145336.21664129588,254428.8,1,115978.30087975411
9,49,7312,1,81961.51601421463,127228.8,1,59667.983658348254
14,25,8238,0,53043.23480711936,168055.19999999998,1,42328.50137608125
1,40,3190,2,35177.599822535136,40194.0,0,0.0
19,61,4849,0,47159.80110337125,113466.59999999999,1,39284.114319108245
13,37,11777,2,103887.13965853219,233184.59999999998,1,74902.6276938017
13,53,14766,3,108005.00057944076,292366.8,1,74091.43039749635
4,27,8335,3,86853.63612847896,120024.0,0,0.0
1,31,14755,3,105773.4757456982,185913.0,0,0.0
17,37,3496,1,37543.334998687715,77611.2,1,29433.974638971165
8,23,8445,1,64695.41113895497,141876.0,1,46645.39143118654
2,29,13957,2,88503.00620978785,184232.40000000002,0,0.0
8,62,8892,4,61314.551018480845,149385.59999999998,0,0.0
7,60,2706,1,25836.26618159343,43837.200000000004,0,0.0
2,26,11677,2,74568.83232325267,154136.40000000002,0,0.0
3,51,9121,0,71455.41942925967,125869.79999999999,0,0.0
18,29,5768,0,44136.6576206239,131510.4,1,36456.87919463533
12,50,4396,3,45774.1728340646,84403.20000000001,0,0.0
1,24,6810,2,60712.40575624143,85806.0,0,0.0
12,34,9440,3,94852.45903723527,181248.0,1,64404.819686282746
5,48,5502,3,55603.6268686555,82530.0,0,0.0
17,33,14749,4,89297.62095545414,327427.8,1,60633.08462875336
16,61,12057,3,112119.40234779779,260431.2,1,79268.41745989301
15,27,11317,4,114642.78652113421,237657.0,1,76237.45303655425
15,60,6242,3,65420.38628684527,131082.0,1,45794.27040079168
5,36,12902,3,133861.59272146155,193530.0,0,0.0
14,29,2648,4,31244.553835411643,54019.2,0,0.0
2,61,13599,3,162935.3802145949,179506.80000000002,0,0.0
11,45,8255,4,84459.83969501215,153543.0,1,53800.917885722745
19,53,14517,2,87232.81706129304,339697.8,1,66558.63941776658
7,52,10605,2,121512.00568737288,171801.0,0,0.0
6,59,2032,0,20505.16568352807,31699.2,0,0.0
2,24,14120,0,166246.21286258753,186384.00000000003,0,0.0
6,56,5798,4,49796.13044908484,90448.8,0,0.0
18,34,13544,4,135952.6553157501,308803.2,1,93263.52154660456
2,63,2589,0,27991.573768821916,34174.8,0,0.0
18,62,8952,3,94370.51822383593,204105.59999999998,1,68041.14363938569
15,36,6618,4,45194.65725183129,138978.0,1,30054.447072467807
19,47,4073,1,41056.44896912871,95308.2,1,32763.046277364705
2,33,6627,2,59545.474464235114,87476.40000000001,0,0.0
6,46,9500,2,111501.38045199068,148200.0,0,0.0
1,49,5454,4,60244.276482680885,68720.40000000001,0,0.0
15,40,10125,2,93428.4770417452,212625.0,1,68669.9306256827
10,30,4708,0,33053.663417487696,84744.0,1,25451.320831465528
19,56,2603,4,28899.601807394134,60910.2,1,20027.424052524133
17,57,6348,0,62582.55843733383,140925.6,1,51255.115360176394
5,53,5250,2,56703.53555148642,78750.0,0,0.0
4,24,9186,4,59959.58856147919,132278.4,0,0.0
10,26,5565,0,39960.17620772866,100170.0,1,30769.33567995107
17,62,6700,3,63095.31104355881,148740.0,1,45050.05208510099
10,39,7398,1,58215.99202368474,133164.0,1,42788.75413740829
17,63,14584,0,145591.53680982473,323764.8,1,119239.46864724644
5,36,13806,1,164357.4910241194,207090.0,1,115050.24371688357
2,46,8288,4,62033.3781863804,109401.6,0,0.0
6,39,12987,3,96992.85459070391,202597.2,1,61784.448374278385
2,28,12750,3,79232.21694200022,168300.0,0,0.0
13,43,10363,0,80411.3465824231,205187.4,1,63605.37514669666
11,45,8829,1,90330.0750023619,164219.4,1,67024.91565175253
11,56,12375,3,96871.1908552811,230175.0,1,65097.44025474889
16,43,10318,4,110827.33124495677,222868.80000000002,1,74475.96659661095
11,48,2504,4,23451.13634313504,46574.4,0,0.0
19,23,6649,4,45809.53855394831,155586.6,1,31746.010217886174
15,32,3349,1,38449.34344509377,70329.0,1,29605.9944527222
16,47,8233,4,80130.7345172899,177832.80000000002,1,53847.853595618806
11,28,5503,0,37177.484462082626,102355.8,1,28886.9054270382
16,40,2198,4,25161.43307902318,47476.8,1,16908.483029103576
8,58,5866,3,66298.97199544005,98548.79999999999,0,0.0
4,40,14164,1,149428.7265572506,203961.6,1,103554.10750417465
8,31,8385,3,75193.14940700293,140868.0,0,0.0
4,52,9770,4,69322.44298865202,140688.0,0,0.0
3,22,7559,4,86151.50313259098,104314.2,0,0.0
3,38,7236,1,73190.93220477333,99856.79999999999,0,0.0
18,31,2847,1,20212.79791729408,64911.6,1,15988.323152579615
19,57,9472,0,58678.96194893894,221644.8,1,48879.57530346613
19,42,5992,4,39474.27952341185,140212.8,1,27355.67570972441
5,38,3337,2,38657.825594140486,50055.0,0,0.0
18,63,8539,2,72803.33330996512,194689.19999999998,1,55039.31998233362
10,64,11995,2,138081.405139482,215910.0,1,96656.98359763739
6,24,5542,4,33304.03127903414,86455.2,0,0.0
1,43,5517,0,63776.80747797251,69514.2,0,0.0
5,51,8993,4,59416.538240310656,134895.0,0,0.0
9,57,3565,2,24080.65406139005,62031.0,0,0.0
12,26,9581,4,70448.7235300522,183955.2,1,45368.97795335362
14,24,4308,3,27098.713425471873,87883.2,1,18779.40840385201
2,22,11796,3,77800.42169008982,155707.2,0,0.0
17,38,14178,4,106775.37232044492,314751.60000000003,1,72500.4778055821
14,43,11265,0,78370.30637738798,229806.0,1,62539.50448915562
13,48,8721,1,58072.79704629112,172675.8,1,43903.03456699607
9,54,4294,2,36302.24031226592,74715.59999999999,0,0.0
15,42,9981,1,69076.7667755407,209601.0,1,53189.110417166325
15,22,11441,3,93330.34667203149,240261.0,1,65331.242670422034
11,25,9171,0,69783.71880787195,170580.6,1,54221.9495137165
16,62,3325,3,35405.53753988284,71820.0,1,25031.71504069716
17,27,6566,0,70073.61072770966,145765.2,1,57390.2871859942
4,49,11937,1,108318.9001525468,171892.8,0,0.0
1,33,13531,3,88045.82884669893,170490.6,0,0.0
8,44,3642,4,38089.42309662122,61185.6,0,0.0
17,64,2266,1,18882.420831770487,50305.200000000004,1,14803.81793210806
3,33,3639,4,33648.44924624726,50218.2,0,0.0
15,63,11241,4,77714.13861162847,236061.0,1,51679.902176732925
15,54,7638,2,71679.0983436656,160398.0,1,52684.1372825942
14,42,5196,0,47499.28117640491,105998.4,1,37904.426378771124
14,62,12284,0,102283.23057665463,250593.6,1,81622.0180001704
2,61,2384,2,22881.554594747926,31468.800000000003,0,0.0
13,48,10733,4,107271.70734692327,212513.4,1,69833.88148284703
14,53,11572,0,137895.6167461081,236068.8,1,110040.70216339426
19,22,13771,0,153289.82582792314,322241.39999999997,1,127690.42491465996
7,53,7266,4,44107.42640773128,117709.20000000001,0,0.0
3,24,9725,0,104663.21765125217,134205.0,0,0.0
15,54,13165,2,110404.44637070945,276465.0,1,81147.26808247143
14,22,12239,1,88785.06571046579,249675.6,1,67743.00513708539
11,45,12085,4,95581.59945072608,224781.0,1,60885.47885011251
15,40,11206,0,127341.72432669718,235326.0,1,102510.08808299122
13,39,11676,2,117933.71643500101,231184.8,1,85030.2095496357
18,53,8038,4,78135.31361361197,183266.4,1,53600.825138937806
6,27,14907,4,106813.7975351657,232549.2,1,64301.906116169754
3,38,14181,2,87842.419066689,195697.8,0,0.0
19,33,3400,2,29822.355472776948,79560.0,1,22754.457225728805
15,55,3170,0,30510.85984653002,66570.0,1,24561.24217645666
5,57,12154,0,120190.38671018889,182310.0,1,88339.93423198884
10,60,2771,0,21862.74604891878,49878.0,1,16834.31445766746
7,23,11865,1,115503.42937058007,192213.0,1,82469.44857059416
17,41,7524,0,53379.60694466099,167032.80000000002,1,43717.89808767735
7,41,6377,2,48816.22934700705,103307.40000000001,0,0.0
12,60,2718,0,25727.96017362235,52185.600000000006,1,20170.72077611992
17,53,4345,3,43932.21265089215,96459.0,1,31367.599832736993
13,24,3729,0,40303.432677521334,73834.2,1,31880.01524791937
4,47,8184,4,68659.15001275118,117849.59999999999,0,0.0
10,62,11663,4,93417.15304752295,209934.0,1,58852.806419939465
3,33,13265,4,119915.77874432232,183057.0,0,0.0
9,24,9717,2,99870.06022340573,169075.8,1,69209.95173482018
13,49,5143,0,45616.935078903996,101831.4,1,36082.99564741306
18,30,2243,2,24322.555369026944,51140.399999999994,1,18387.851858984366
15,47,13784,0,96474.64474369797,289464.0,1,77662.08901867685
4,27,7527,2,76558.96072918359,108388.8,0,0.0
15,26,11582,1,127714.98939934034,243222.0,1,98340.54183749204
2,30,2156,4,25032.66484088663,28459.2,0,0.0
15,55,14271,4,107362.73323747053,299691.0,1,71396.2176029179
8,49,10268,3,81984.69900295006,172502.4,1,53372.03905092049
8,47,9204,1,100679.22886258295,154627.19999999998,1,72589.72400992231
17,56,11945,3,129338.03992316584,265179.0,1,92347.3605051404
12,22,12421,2,141868.45789303078,238483.2,1,101294.07893562397
19,25,8070,1,75867.62520968527,188838.0,1,60542.364917328836
10,34,3804,3,38377.983633035736,68472.0,0,0.0
9,61,9922,1,102129.71056801984,172642.8,1,74350.42929351845
5,42,14406,3,158699.63657411592,216090.0,0,0.0
6,39,6119,3,50617.78745037152,95456.40000000001,0,0.0
2,41,13085,4,96714.20937957398,172722.0,0,0.0
13,25,2955,4,30656.388359951758,58509.0,0,0.0
6,53,14150,0,166553.35794943222,220740.0,1,123582.5915984787
5,48,8748,0,68169.1740330544,131220.0,0,0.0
1,46,2711,0,27284.45423353872,34158.6,0,0.0
6,28,3699,4,27464.508420389437,57704.4,0,0.0
6,51,10228,1,108524.24978282103,159556.80000000002,0,0.0
16,44,10501,4,93945.56665141285,226821.6,1,63131.420789749434
4,50,11208,4,68728.4932528861,161395.19999999998,0,0.0
11,42,12405,4,107194.76963638814,230733.0,1,68283.06825837925
9,54,2180,4,17964.303119623557,37932.0,0,0.0
3,39,13881,4,136702.85396544315,191557.8,0,0.0
19,48,4744,2,44892.7881046811,111009.59999999999,1,34253.197323871675
8,35,13514,4,153749.78770779053,227035.19999999998,1,94709.86922799898
5,61,2106,4,17658.83083503316,31590.0,0,0.0
4,52,4791,4,35527.529454690855,68990.4,0,0.0
6,63,7492,0,75793.9880557424,116875.2,0,0.0
2,29,11839,2,81266.56760391497,156274.80000000002,0,0.0
11,24,12165,2,144405.87634792845,226269.0,1,102094.95457798541
4,56,8615,2,64279.364959553284,124056.0,0,0.0
15,59,4670,1,38392.36764311919,98070.0,1,29562.123085201772
6,32,5709,4,51771.273470100496,89060.40000000001,0,0.0
17,57,9414,3,101805.22223161961,208990.80000000002,1,72688.92867337639
6,64,3907,4,42330.1108583277,60949.200000000004,0,0.0
19,55,9631,1,73938.45700869309,225365.4,1,59002.88869293708
2,44,3034,3,20095.48192583042,40048.8,0,0.0
15,26,6610,4,70840.16452372434,138810.0,1,47108.70940827668
11,51,9458,1,111758.60058057381,175918.80000000002,1,82924.88163078576
8,58,11119,1,92548.18820857439,186799.19999999998,1,66727.24369838212
19,37,2355,3,26659.342741320077,55107.0,1,19408.001515681015
13,35,10879,2,101123.21028313659,215404.19999999998,1,72909.83461414145
12,28,9384,1,64463.1542527832,180172.80000000002,1,48282.902535334615
5,54,10193,3,71848.9716092713,152895.0,0,0.0
6,23,9192,3,101086.15292689468,143395.2,0,0.0
4,26,2867,1,30799.82518470524,41284.799999999996,0,0.0
19,60,6528,3,51743.95228982099,152755.19999999998,1,37669.59726698968
1,36,2608,2,25466.058243390802,32860.8,0,0.0
17,63,14863,3,99099.40218108073,329958.60000000003,1,70756.97315729164
12,23,9684,2,110217.2143706404,185932.80000000002,1,78695.09106063723
15,45,6256,4,42102.898673507465,131376.0,1,27998.427617882462
1,50,10180,1,84511.04272078503,128268.0,0,0.0
14,50,7937,1,84096.87682933273,161914.8,1,64165.91702078088
6,42,7947,3,70173.62192793831,123973.2,0,0.0
5,46,9347,4,69944.6992391693,140205.0,0,0.0
